BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,FULL_PAYMENT
227,211,211,0,0,0,1,3500,295,177,12,0
42,212,212,0,0,0,1,1200,597,47,12,0
292,129,129,0,0,0,1,5500,285,201,12,0
1438,230,230,0,901,10,4,1800,784,394,12,0
213,2536,371,2166,0,0,17,6000,2298,154,12,1
2064,220,220,0,2275,11,1,2500,469,442,12,0
14,129,129,0,0,0,2,15000,375,136,12,1
8478,4838,2946,1892,289,1,36,15500,3696,2794,12,0
1117,240,240,0,0,0,9,1200,367,1020,12,0
199,248,0,248,0,0,3,4000,284,249,12,0
473,4626,2974,1652,305,2,67,3800,4550,177,12,1
1534,0,0,0,635,11,0,1800,681,439,12,0
2093,0,0,0,135,2,0,2500,276,217,6,0
1117,183,183,0,110,1,4,1500,305,348,12,0
2007,122,79,43,3399,21,9,4000,375,412,10,0
252,2722,1745,978,0,0,32,1200,2165,168,12,1
3335,0,0,0,3411,16,0,6000,683,1167,12,0
1869,28,28,0,48,1,2,2000,441,517,12,0
1000,79,79,0,0,0,2,6500,868,264,12,0
1047,504,0,504,0,0,12,1000,759,846,12,0
1833,1312,1076,236,0,0,30,2500,384,653,12,0
59,609,609,0,0,0,6,6000,1531,134,12,1
48,788,448,340,0,0,10,13000,689,86,10,1
571,950,540,410,340,2,16,4000,550,255,12,0
8041,0,0,0,3500,21,0,12000,2709,2045,12,0
1121,219,85,134,0,0,9,1200,592,748,12,0
1169,1310,1310,0,1502,5,1,3500,273,1227,12,0
12596,0,0,0,3252,6,0,14000,3032,2946,12,0
1001,0,0,0,374,1,0,1200,304,291,12,0
11,240,240,0,0,0,8,2700,470,110,12,1
13,70,70,0,0,0,1,400,98,63,12,0
2892,561,561,0,1992,12,6,7700,598,962,12,0
1833,1840,914,926,0,0,35,5000,478,602,12,0
14,504,138,366,0,0,11,4500,449,76,12,0
128,1105,0,1105,0,0,14,2500,1224,133,12,1
590,6399,6399,0,271,1,18,10500,7444,183,12,1
16,178,0,178,0,0,3,5000,229,90,12,0
492,425,0,425,0,0,3,4000,142,293,12,0
3459,0,0,0,8886,10,0,6000,6285,752,10,0
3285,2830,1182,1648,1703,3,37,8500,7225,857,12,0
1734,148,0,148,0,0,8,1900,525,670,12,0
577,3703,2941,762,202,2,35,5000,4169,184,12,0
20,267,84,183,0,0,9,4500,395,200,12,1
75,0,0,0,294,1,0,7000,376,96,12,0
420,1681,835,846,0,0,20,2400,758,156,12,0
1397,211,211,0,0,0,3,1500,704,442,12,0
32,408,408,0,0,0,12,7500,1027,175,12,1
5694,1339,1339,0,0,0,13,9500,1754,1291,12,0
1983,1120,1120,0,5583,9,13,7000,6893,467,12,0
490,0,0,0,1289,13,0,1200,343,184,12,0
306,0,0,0,992,1,0,1200,2654,156,12,0
2001,4793,1131,3662,0,0,68,2700,647,4624,12,0
10,172,0,172,0,0,12,4000,168,82,12,0
434,0,0,0,999,2,0,1800,160,123,12,0
1084,0,0,0,1729,4,0,2000,2193,366,12,0
79,907,0,907,0,0,12,6000,922,181,12,1
3,37,37,0,0,0,1,3000,213,82,12,0
2005,20747,13007,7740,0,0,95,10000,17005,411,12,1
2339,1824,0,1824,435,2,20,1800,891,16638,12,0
4709,1614,1193,421,588,1,56,7500,1276,1207,12,0
532,3196,2099,1097,0,0,44,4000,3556,289,12,0
1017,0,0,0,1047,3,0,3500,2937,309,12,0
2437,2648,2495,153,0,0,17,9000,7658,883,12,0
1430,1124,361,763,0,0,41,5000,562,439,12,0
237,1295,0,1295,307,3,16,2500,1098,166,12,0
640,951,785,166,0,0,8,2600,693,228,12,0
674,3146,449,2697,0,0,93,4000,2602,189,12,0
1050,172,55,117,0,0,6,1200,257,382,12,0
877,148,0,148,784,1,3,1000,338,355,12,0
32,193,140,53,0,0,2,5500,835,92,12,0
4931,0,0,0,1388,4,0,6500,1018,1683,12,0
5741,8218,8218,0,0,0,17,12000,3318,1338,12,0
258,2391,1203,1188,49,1,32,5000,2537,211,12,0
5686,177,177,0,0,0,1,8000,1776,1724,11,0
4988,8581,4641,3940,225,1,94,10500,1572,1134,12,0
84,270,0,270,0,0,12,1200,309,176,12,0
1234,595,510,85,8288,10,5,5000,9630,368,12,0
932,0,0,0,652,3,0,3700,251,253,12,0
1282,43,43,0,0,0,1,1500,298,287,12,0
1033,995,806,189,555,4,11,1400,364,341,12,0
529,0,0,0,1409,4,0,1500,1418,59,8,0
133,2190,2190,0,0,0,1,2500,2,,10,0
5850,394,0,394,0,0,8,6000,1537,2668,12,0
6,75,75,0,0,0,2,3400,290,131,12,0
34,495,495,0,0,0,1,4000,456,19,12,0
81,851,851,0,0,0,6,8500,965,71,12,0
153,276,81,195,0,0,3,1200,1317,132,12,0
7659,0,0,0,1971,7,0,8000,1898,2711,12,0
2947,2257,1180,1077,282,2,19,8500,3613,717,9,0
1371,0,0,0,3164,11,0,3500,339,413,12,0
58,450,450,0,0,0,6,4000,396,182,12,0
3377,0,0,0,9671,6,0,9500,2194,684,10,0
5824,1501,0,1501,4731,6,5,8500,1647,2331,12,0
2287,0,0,0,2618,2,0,3000,603,648,12,0
2609,64,64,0,0,0,1,3000,647,958,12,0
355,284,284,0,855,2,2,1500,1766,265,12,0
908,0,0,0,159,1,0,1200,1369,230,12,0
2493,253,28,225,2623,8,11,2900,446,1147,12,0
232,712,498,214,0,0,10,8500,2007,147,12,0
88,1400,0,1400,0,0,10,7500,1307,139,12,1
1069,0,0,0,55,1,0,1200,359,319,12,0
723,6493,6454,39,0,0,38,3200,5778,222,12,1
63,312,312,0,0,0,5,1200,526,87,12,0
852,372,0,372,1656,3,5,4000,348,262,12,0
474,525,150,374,1169,1,15,1200,1773,144,12,0
567,0,0,0,3255,11,0,6000,4103,163,12,1
597,175,0,175,1816,2,5,1200,2524,202,12,0
3,0,0,0,265,1,0,1200,1233,1,9,0
2224,2276,1788,489,629,6,39,4500,3756,686,12,0
84,616,0,616,0,0,8,1000,527,135,8,1
20,300,300,0,0,0,6,3000,577,116,12,1
1194,445,445,0,0,0,11,1200,674,775,11,0
2702,0,0,0,577,4,0,10000,654,687,12,0
9,91,91,0,0,0,2,1500,77,46,10,0
566,1454,1043,411,0,0,44,3000,1829,209,12,0
7370,411,0,411,2943,5,8,8000,1754,2671,12,0
32,241,0,241,0,0,11,1200,401,102,12,0
64,971,971,0,0,0,7,7200,1114,124,12,1
1172,1700,900,800,0,0,10,8000,1271,361,12,0
374,1034,249,785,0,0,11,1200,1905,174,12,0
4,264,264,0,0,0,4,7000,275,55,12,0
1739,192,96,96,0,0,4,2000,978,634,12,0
230,0,0,0,985,1,0,3000,1121,131,12,0
5259,2659,813,1846,4851,34,38,6000,2250,4539,9,0
1975,1750,1300,449,3739,8,24,6000,6481,735,12,0
4265,1499,119,1380,2313,4,10,4500,1844,2440,12,0
1488,0,0,0,2599,15,0,2500,2952,550,12,0
136,290,0,290,0,0,4,9500,715,210,12,0
70,1293,68,1225,0,0,20,7500,892,92,12,1
29,367,0,367,0,0,13,5700,361,151,12,1
332,333,0,333,0,0,10,2500,400,174,11,0
4282,1974,1326,648,4311,14,40,7000,1920,1943,12,0
2084,0,0,0,1116,6,0,5500,466,602,12,0
0,232,0,232,0,0,12,1500,416,,12,0
1053,0,0,0,1523,8,0,1500,1696,352,12,0
2872,2217,0,2217,1354,1,34,3500,2268,4011,12,0
1097,0,0,0,1149,4,0,2500,160,404,12,0
1088,0,0,0,108,1,0,1200,317,227,12,0
3542,0,0,0,2238,10,0,15500,900,773,12,0
340,2956,1399,1558,0,0,17,5500,2845,181,12,0
1993,20,0,20,0,0,4,7500,2069,539,12,0
1452,1217,562,655,0,0,12,4000,604,318,12,0
1107,474,0,474,957,1,12,1200,502,557,12,0
9062,0,0,0,5673,13,0,14500,13894,2530,12,0
55,1327,0,1327,0,0,30,1500,1133,134,12,1
986,1074,102,972,328,9,46,4000,1009,265,12,0
3277,3937,3249,687,518,2,57,10000,2184,813,12,0
1497,0,0,0,183,3,0,1600,502,1223,12,0
30,341,0,341,0,0,15,4000,381,179,12,1
209,2352,2352,0,0,0,7,4500,3711,163,12,1
1640,1225,651,574,0,0,24,1900,1468,1477,12,0
10571,7739,0,7739,0,0,44,8000,2688,76406,12,0
1236,0,0,0,2133,3,0,3000,541,360,12,0
640,2477,2324,153,0,0,39,7000,2191,299,12,0
340,2200,815,1385,0,0,13,6000,2578,242,12,0
506,0,0,0,6898,2,0,8500,7313,183,9,0
42,421,0,421,0,0,12,2000,411,177,12,1
5118,3849,3247,602,8383,27,70,12000,1451,1246,12,0
2228,979,197,782,809,2,31,2900,1098,1330,12,0
2680,0,0,0,155,1,0,3000,713,1013,12,0
37,31,0,31,1897,2,3,2500,4045,82,12,0
64,856,0,856,0,0,12,3000,817,123,10,1
2071,2564,1165,1399,0,0,57,8500,1364,628,12,0
1607,452,335,117,0,0,6,2500,570,483,12,0
5088,4382,2826,1556,951,1,50,7000,2410,1206,12,0
937,79,79,0,0,0,1,1500,358,214,12,0
49,306,306,0,0,0,1,3000,567,42,11,0
498,1186,397,789,514,8,30,500,1487,770,12,0
1863,1848,842,1006,0,0,35,3350,1652,625,12,0
1893,746,487,259,1536,12,14,4200,3286,736,12,0
10,530,0,530,0,0,12,1000,539,49,12,0
7678,1240,1240,0,3681,4,20,8000,2725,2726,12,0
1404,1832,698,1134,1910,1,61,8000,427,325,12,0
1425,50,50,0,60,3,2,1500,349,331,10,0
2020,327,327,0,0,0,2,3000,3434,589,12,0
1961,0,0,0,233,4,0,2000,422,415,10,0
0,19,0,19,0,0,1,5000,0,,12,0
1192,0,0,0,276,1,0,1500,267,277,12,0
345,2220,1433,787,0,0,43,5700,2073,183,12,0
1081,0,0,0,49,1,0,1200,343,254,12,0
13,99,99,0,0,0,1,1500,96,14,12,0
5019,1518,1518,0,185,2,6,6000,1157,1085,11,0
14,246,0,246,0,0,16,1500,210,66,8,0
1381,72,72,0,0,0,1,3500,305,415,12,0
229,3670,3670,0,0,0,26,13000,3512,218,12,1
1307,0,0,0,435,3,0,3000,857,375,12,0
4408,324,324,0,3966,16,2,7000,7975,1303,12,0
785,0,0,0,278,1,0,1200,327,168,12,0
1065,0,0,0,3358,8,0,10500,20740,671,12,0
24,0,0,0,1369,1,0,3000,10894,55,12,1
2740,848,766,82,1201,1,20,7500,3273,719,12,0
5,133,0,133,0,0,4,6500,210,112,12,1
1472,286,286,0,464,4,3,3000,390,422,12,0
1242,94,94,0,235,1,1,1400,539,457,12,0
7496,0,0,0,7107,22,0,10500,2933,3179,12,0
49,330,330,0,0,0,5,2500,509,135,12,0
1494,357,308,48,0,0,6,1600,641,664,12,0
1318,1988,1062,925,0,0,36,6000,754,306,12,0
159,0,0,0,788,3,0,4400,555,174,12,0
1908,657,0,657,0,0,17,2000,894,916,12,0
3632,83,0,83,1136,2,3,7000,837,1597,12,0
9699,0,0,0,10630,27,0,10000,13001,3897,12,0
66,996,403,593,0,0,30,7500,767,133,12,1
700,7245,2457,4788,0,0,110,6200,6152,197,12,1
1215,0,0,0,204,2,0,1500,316,315,12,0
148,1200,0,1200,0,0,12,8000,1654,129,12,1
509,0,0,0,950,1,0,11500,975,217,12,0
481,758,0,758,0,0,18,8000,345,167,12,0
1869,158,158,0,1402,1,1,6500,6586,559,12,0
1654,736,480,256,0,0,20,7000,2267,518,12,0
1538,68,68,0,0,0,1,3000,3845,710,12,0
2543,1901,1901,0,0,0,29,4000,675,786,12,0
11207,1258,541,717,8296,21,25,15000,20873,2523,11,0
309,489,0,489,1011,9,11,1000,1660,208,12,0
3015,0,0,0,1144,2,0,6500,1023,939,12,0
1361,2834,1972,862,0,0,54,6000,1334,302,12,0
62,709,709,0,0,0,12,2000,717,170,12,1
2024,56,56,0,4086,10,1,2500,376,413,8,0
2611,329,329,0,0,0,4,8000,4256,935,12,0
1592,736,426,311,3120,6,11,6000,3636,337,12,0
1689,262,139,123,0,0,7,1700,309,1197,12,0
203,2116,530,1586,0,0,52,4000,1954,172,12,1
1792,71,0,71,0,0,5,3000,547,647,12,0
6,374,0,374,0,0,12,1000,420,3,12,0
2305,0,0,0,370,2,0,2500,624,699,12,0
1138,1170,1170,0,920,4,5,4500,1079,247,12,0
81,862,150,712,0,0,7,6000,1427,148,12,1
814,0,0,0,1087,2,0,3000,382,293,12,0
445,0,0,0,146,3,0,500,173,231,12,0
5403,0,0,0,5942,5,1,12000,1072,1998,12,0
1238,0,0,0,2915,2,0,3000,579,473,9,0
290,4186,898,3288,0,0,90,6000,3836,175,12,1
404,3682,2474,1208,0,0,76,10000,3259,219,12,1
1715,2000,2000,0,0,0,1,2000,448,349,9,0
388,0,0,0,690,7,0,1050,1601,226,12,0
162,1046,1046,0,0,0,7,1850,530,172,12,0
1801,0,0,0,3190,11,0,10000,329,217,6,0
4976,901,0,901,0,0,162,5500,93,50261,12,0
25,1909,30,1879,0,0,12,2000,1832,21,12,0
3683,2215,1250,964,0,0,34,9000,1429,931,12,0
630,1833,1833,0,0,0,14,6500,1425,231,12,0
568,1799,1799,0,0,0,14,10000,1770,216,12,0
300,395,278,117,0,0,33,6000,340,175,12,0
898,166,166,0,1157,1,5,1200,376,482,7,0
920,320,69,251,1056,3,7,1200,196,674,7,0
368,1122,169,953,1172,5,11,3500,3312,196,12,0
26,231,0,231,0,0,14,4000,209,95,12,0
1818,623,0,623,408,1,26,2800,720,867,12,0
25,533,0,533,0,0,23,3000,687,150,12,1
5257,189,189,0,1934,4,1,9000,1422,1452,12,0
118,718,0,718,0,0,14,3000,885,174,12,0
2707,2018,1545,473,0,0,26,7000,2576,661,12,0
4917,0,0,0,3179,7,0,5000,866,1978,12,0
273,227,227,0,0,0,12,4500,316,191,12,0
4708,0,0,0,1353,2,0,10000,1326,1227,12,0
82,1126,580,546,0,0,49,9000,1136,178,12,1
9919,741,0,741,2238,2,13,14000,3282,2913,12,0
3258,921,521,400,0,0,14,6200,1324,1011,12,0
61,240,0,240,0,0,5,700,358,131,11,0
1003,0,0,0,234,3,0,1200,240,225,12,0
2951,0,0,0,1478,16,0,8500,711,685,12,0
1249,518,113,405,472,5,29,1200,1141,981,12,0
793,433,200,233,767,5,8,1000,363,430,7,0
2368,1307,763,545,0,0,20,9000,2167,540,12,0
7287,0,0,0,6605,24,0,7500,4293,5255,12,0
3765,898,479,419,2094,6,22,4500,1067,1116,12,0
15,80,0,80,0,0,4,3000,137,81,12,0
306,0,0,0,192,1,0,7000,578,172,12,0
1500,160,0,160,602,10,8,4000,356,522,12,0
2778,0,0,0,100,2,0,3000,814,1449,12,0
56,493,150,343,0,0,14,5000,471,154,12,1
1925,0,0,0,907,2,0,2500,428,716,12,0
72,656,0,656,0,0,0,1000,719,163,12,0
654,0,0,0,1366,7,0,1400,206,272,12,0
579,505,505,0,0,0,6,1950,188,302,12,0
95,43,0,43,0,0,1,7000,527,207,12,0
552,2956,953,2003,0,0,62,8000,2457,209,12,0
1182,154,154,0,0,0,5,6500,1908,365,12,0
12,273,70,203,0,0,5,6000,314,81,6,1
1139,832,832,0,495,2,7,1200,382,458,12,0
9962,7466,6076,1390,0,0,57,18500,2403,2207,12,0
6416,0,0,0,3580,9,0,7500,1757,2302,12,0
2762,2373,2373,0,1465,1,5,4500,660,875,12,0
926,6201,5743,458,283,1,49,7000,7932,272,12,0
7474,0,0,0,10188,11,0,10000,2022,1919,10,0
288,1545,125,1420,290,5,41,6500,1182,187,12,0
171,350,350,0,0,0,1,3000,829,176,12,0
87,710,0,710,0,0,12,1000,727,169,12,0
1542,0,0,0,119,5,0,1600,354,428,12,0
7558,365,189,177,4738,25,9,8000,3311,4904,12,0
6956,11501,3091,8410,15134,48,308,14000,20122,1617,12,0
99,1554,1174,380,0,0,9,6000,1007,140,11,1
376,2725,573,2152,0,0,70,8500,2601,191,12,0
381,2590,2102,488,0,0,49,2500,1825,173,12,0
1312,2092,1242,850,0,0,15,5182,3476,331,12,0
548,208,208,0,1634,6,1,3000,708,155,12,0
4,28,28,0,0,0,1,6500,187,56,12,1
50,178,0,178,0,0,12,2500,131,167,12,0
19,132,0,132,0,0,4,19500,3611,66,12,0
4251,0,0,0,2319,1,0,5000,1429,1323,12,0
32,146,0,146,0,0,7,1000,264,131,12,0
1226,0,0,0,276,5,0,1200,797,1027,12,0
1238,56,0,56,0,0,5,1600,399,422,12,0
154,0,0,0,255,1,0,300,347,149,12,0
201,354,354,0,0,0,1,1200,1698,218,12,0
2330,1497,1301,196,0,0,5,7000,1453,632,12,0
5091,1689,0,1689,1089,3,82,6000,2047,2256,12,0
2997,3644,3611,34,0,0,23,3500,3880,864,12,0
1104,0,0,0,155,4,0,7000,4022,411,12,0
73,801,587,214,0,0,13,7000,1585,148,12,1
4995,1580,1364,216,0,0,26,5500,1712,1486,12,0
300,444,0,444,0,0,11,1000,373,228,12,0
1522,312,0,312,0,0,19,1500,672,1458,12,0
17,320,0,320,0,0,6,2500,560,66,12,0
758,157,157,0,0,0,6,1200,1494,2639,8,0
8316,8392,0,8392,0,0,199,8500,6322,7912,12,0
477,463,463,0,0,0,12,5500,185,170,12,0
777,11523,11146,377,0,0,68,4500,11083,237,12,1
245,909,909,0,0,0,1,3000,340,55,12,0
19,873,873,0,0,0,11,2500,2411,45,12,1
7,28,28,0,0,0,1,2500,58,154,9,0
1632,994,246,748,0,0,22,6000,2753,490,11,0
2440,500,0,500,0,0,11,2700,555,617,12,0
1315,88,0,88,154,2,6,1500,453,321,12,0
1454,0,0,0,50,1,0,1500,275,493,12,0
1695,1641,1377,264,1106,9,26,7000,3423,629,12,0
20,144,0,144,0,0,6,1500,174,96,8,1
3220,4127,4127,0,0,0,31,10500,6061,1113,12,0
337,3810,3810,0,0,0,16,16500,2838,238,12,1
217,2953,2953,0,0,0,3,5000,3123,118,12,0
2125,968,398,570,582,3,12,5000,1779,478,12,0
313,49,49,0,1306,13,2,6500,1406,189,12,0
154,1498,667,831,0,0,24,12000,1343,189,12,1
7935,1792,1792,0,4169,6,16,11500,2374,2184,12,0
4184,511,279,233,1209,14,24,4500,1379,2569,12,0
4188,0,0,0,434,1,0,4500,1216,936,12,0
59,386,0,386,0,0,4,1000,426,65,6,1
8363,1076,1076,0,3134,29,7,9500,1829,2608,12,0
45,160,160,0,0,0,1,500,197,94,12,0
441,0,0,0,1126,6,0,1200,172,113,6,0
7868,507,507,0,8981,43,4,8500,6803,8644,12,0
731,0,0,0,2829,8,0,1500,3208,237,12,0
40,593,451,142,0,0,9,12000,1111,121,12,1
1997,213,213,0,272,6,1,2000,1121,2669,12,0
3115,453,453,0,2115,12,7,5000,1161,1068,12,0
2341,0,0,0,1818,5,0,3000,669,553,12,0
2820,0,0,0,231,7,0,3000,810,1147,12,0
147,1381,1027,354,0,0,11,2500,1457,129,12,1
152,1248,829,419,0,0,21,5000,1316,211,12,0
1998,348,348,0,1940,1,1,9000,2893,419,12,0
290,2618,1343,1275,0,0,52,2500,2949,165,12,1
2074,1500,1500,0,0,0,15,2200,2200,1436,12,0
1773,1424,1424,0,0,0,17,5000,1410,423,12,0
13,201,105,97,0,0,4,2500,480,142,12,1
5797,423,223,200,6740,18,9,8000,814,1523,8,0
3261,0,0,0,155,1,0,6500,801,1588,12,0
4229,924,0,924,3932,7,30,8500,8805,1135,12,0
8034,159,159,0,3984,24,1,9000,1621,2568,12,0
12,0,0,0,483,1,0,3000,728,5,12,0
7789,1307,84,1223,1837,3,66,8500,2073,2984,12,0
8466,1346,226,1120,3429,25,33,9500,2069,2411,12,0
151,2635,2412,223,0,0,42,7500,2296,104,11,1
3213,0,0,0,186,2,0,3500,767,1044,12,0
150,2010,206,1804,0,0,23,16500,1887,150,12,1
40,525,525,0,0,0,4,8500,516,37,12,0
100,956,956,0,0,0,9,13500,1202,100,12,1
1837,0,0,0,73,1,0,2000,413,600,12,0
29,169,169,0,0,0,1,1200,167,43,12,0
134,1139,0,1139,0,0,15,3000,957,116,8,1
1923,111,111,0,0,0,2,3000,551,566,12,0
654,0,0,0,1561,9,0,1200,1535,275,12,0
25,283,0,283,0,0,7,5000,207,102,12,0
3049,390,390,0,5877,9,1,3200,6538,2729,12,0
8074,2153,1326,827,3037,28,48,9500,3032,2765,12,0
1731,288,0,288,37,2,5,1700,674,1362,12,0
174,345,345,0,887,10,2,1200,0,,12,0
1151,797,482,315,180,1,12,6000,1177,262,12,0
5376,0,0,0,2294,8,0,5500,3202,12450,12,0
993,162,0,162,0,0,6,1000,334,462,12,0
1360,76,76,0,1483,10,1,1500,329,545,12,0
167,0,0,0,1275,3,0,3000,7094,249,12,0
24,367,0,367,0,0,12,2000,336,164,12,1
1001,0,0,0,458,1,0,1200,462,470,12,0
109,750,750,0,0,0,7,2500,499,96,7,0
3107,0,0,0,3043,11,0,6000,702,1070,12,0
787,2733,2548,184,0,0,30,16500,2548,388,12,0
1076,200,200,0,0,0,1,1200,551,291,12,0
2270,0,0,0,159,1,0,2400,496,975,12,0
39,432,432,0,0,0,12,7000,418,183,12,1
1154,2422,469,1953,0,0,69,9000,1421,422,12,0
126,388,388,0,0,0,24,1200,211,174,10,0
62,338,0,338,0,0,12,1000,384,135,12,0
6371,0,0,0,3547,11,0,7000,1915,3655,12,0
6057,2235,1102,1133,0,0,103,10500,1489,1494,12,0
7005,0,0,0,4273,11,0,10500,1624,1572,12,0
5,51,0,51,0,0,2,3000,161,167,12,1
59,203,0,203,957,2,8,2000,1309,204,12,0
954,748,748,0,1412,6,2,2500,307,216,12,0
22,0,0,0,147,1,0,3000,183,155,12,0
2119,62,0,62,1361,4,6,4000,1081,448,12,0
21,1019,119,900,0,0,10,4500,1274,162,12,1
4817,0,0,0,7626,16,0,8000,3811,2643,12,0
453,3650,3650,0,0,0,10,7500,209,165,12,0
41,297,297,0,0,0,5,6000,595,173,12,0
0,19,0,19,0,0,1,4000,0,,12,0
108,1461,1034,427,0,0,33,7500,1335,194,12,1
9,80,0,80,0,0,5,2500,105,68,12,1
4768,375,333,42,9918,18,4,7000,5283,1589,12,0
245,1181,607,574,0,0,15,4500,1047,181,12,1
269,784,659,125,0,0,12,10500,515,159,12,0
1412,0,0,0,127,2,0,1500,260,424,11,0
184,1402,1141,262,0,0,19,7200,1263,239,12,0
19,0,0,0,1162,3,0,1200,3339,10,12,1
3153,3398,96,3302,5609,4,24,3000,9001,4255,12,0
534,3917,2170,1746,108,1,60,3000,3292,144,11,1
6313,0,0,0,9687,11,0,10000,6291,1246,11,0
531,33,0,33,0,0,12,3700,2509,170,12,0
3700,0,0,0,1183,13,0,4000,770,1699,12,0
451,1294,726,568,0,0,40,1200,895,205,12,0
591,627,627,0,0,0,2,2500,787,312,12,0
254,2608,1143,1465,74,1,43,4000,1955,155,12,1
4223,0,0,0,4745,6,0,8000,1384,1295,12,0
884,0,0,0,612,2,0,1200,884,216,12,0
237,1266,170,1096,0,0,46,1800,729,189,12,1
20,0,0,0,327,5,0,2500,0,,9,0
399,393,393,0,787,8,12,600,796,214,12,0
6992,1385,0,1385,19,1,9,13000,2815,2308,12,0
39,1116,0,1116,55,2,79,3500,1506,86,12,0
201,0,0,0,1865,5,0,2500,9725,332,12,1
2174,0,0,0,1193,4,0,2400,446,1043,12,0
159,739,0,739,109,1,16,7500,899,170,12,0
1465,0,0,0,2773,8,0,1500,1751,477,12,0
191,2161,2161,0,0,0,24,5000,1663,149,12,0
6983,0,0,0,3355,11,0,7700,1117,25698,12,0
59,552,0,552,0,0,27,2500,437,194,12,1
3047,0,0,0,4021,8,0,5000,809,674,12,0
1396,3380,1450,1931,0,0,27,3500,5452,385,12,0
975,1147,797,350,0,0,8,1000,1273,253,7,0
1623,249,0,249,1814,3,4,2500,1082,384,12,0
3900,0,0,0,926,1,0,6500,878,1454,12,0
2720,716,716,0,0,0,7,10000,694,725,12,0
347,1535,1204,332,0,0,24,1000,779,150,10,0
8,114,0,114,0,0,6,2700,123,44,12,1
8248,1789,0,1789,90,1,12,18000,40628,2150,12,0
289,462,201,261,0,0,7,4500,282,184,12,0
39,358,0,358,188,1,11,2500,480,142,12,0
811,87,87,0,0,0,1,7500,254,211,12,0
438,1868,1425,443,128,3,24,6500,2080,205,12,0
101,553,140,413,1720,2,9,3000,2515,57,12,0
1301,1282,0,1282,0,0,12,1200,1408,1230,12,0
1419,0,0,0,273,7,0,1500,620,519,12,0
2043,499,0,499,2365,5,9,2500,415,1517,7,0
219,1858,1380,478,0,0,14,4500,1935,177,12,1
115,354,354,0,0,0,2,16500,4556,211,12,0
199,1296,746,550,0,0,14,1800,18,110,12,0
144,1456,361,1095,0,0,17,2500,1417,140,12,1
45,175,175,0,0,0,2,1200,213,223,12,0
1090,0,0,20,38,1,1,1200,285,331,12,0
20,450,0,450,0,0,10,1000,387,131,10,1
626,0,0,0,3393,11,0,1200,3566,473,12,0
1849,0,0,0,838,2,0,2500,433,838,12,0
2993,0,0,0,759,9,0,3500,817,826,12,0
2022,1583,1555,28,0,0,8,2500,565,487,12,0
2122,0,0,0,1049,9,0,3000,548,516,12,0
4,27,0,27,0,0,1,1800,228,176,12,1
825,0,0,0,106,1,0,1200,426,218,12,0
87,0,0,0,1252,1,0,2000,2678,115,12,0
1224,607,607,0,0,0,13,1200,466,907,12,0
84,1028,1028,0,0,0,15,6000,1008,106,12,1
1241,0,0,0,181,1,0,1800,843,406,12,0
269,70,0,70,0,0,6,1000,106,229,12,0
451,2196,2154,42,0,0,14,1800,2142,185,12,0
3,91,0,91,0,0,2,3500,0,,12,0
161,480,480,0,0,0,8,1500,39,87,6,0
983,282,0,282,0,0,7,1000,723,936,12,0
4071,711,140,571,4620,11,16,4900,364,3232,6,0
1049,0,0,0,116,4,0,1100,219,599,12,0
507,0,0,0,1391,2,0,1500,2104,258,7,0
159,1765,85,1681,0,0,24,9500,1661,135,12,1
976,0,0,0,1622,4,0,1600,3057,429,12,0
5,57,0,57,0,0,3,5000,164,124,12,1
3363,1123,866,258,1992,2,30,4500,4772,949,12,0
1475,5056,2932,2124,0,0,69,1900,4827,1879,12,0
15156,717,717,0,4718,7,24,18000,4002,3844,12,0
782,8169,3001,5168,0,0,59,16500,7455,233,12,1
3158,549,549,0,3075,5,48,3500,3817,852,12,0
872,853,0,853,999,3,6,4000,785,276,12,0
1904,4044,2962,1082,0,0,66,6700,6313,520,12,0
1186,116,116,0,0,0,3,1200,446,356,12,0
3838,0,0,0,1257,11,0,9500,1419,1076,12,0
5975,345,345,0,3599,18,2,6500,2011,2784,12,0
2005,956,819,137,0,0,16,2500,916,592,12,0
6750,0,0,0,4562,10,0,11500,4931,4974,12,0
6,83,0,83,0,0,13,3500,100,109,11,0
1995,249,249,0,1017,1,2,6000,568,563,12,0
7405,0,0,0,12405,13,0,11500,13957,1634,12,0
6951,401,0,401,259,1,6,12500,2008,1705,12,0
5977,1195,0,1195,790,6,15,6000,2722,2670,12,0
20,0,0,0,133,2,0,1200,49,98,7,0
6457,0,0,0,3802,17,0,7500,2640,1790,12,0
2651,908,0,908,1009,9,23,3000,4362,943,12,0
1091,1237,448,790,0,0,13,4500,834,279,12,0
29,152,0,152,0,0,8,1000,112,111,8,1
703,64,0,64,0,0,6,2550,179,212,12,0
1512,1003,826,177,0,0,23,4000,328,344,12,0
1608,0,0,0,2497,3,0,5000,9934,685,12,0
234,248,13,235,0,0,6,1200,220,175,12,0
159,1278,0,1278,0,0,7,2500,1316,174,12,0
27,291,291,0,0,0,12,2000,315,171,12,0
1133,520,520,0,0,0,8,1200,643,436,12,0
102,70,70,0,365,6,1,2500,465,179,12,0
863,1282,0,1282,0,0,11,11500,930,180,12,0
